id_x,username,profile_id,created_time,description,text_original,followers_count,comments_count,interaction_score,overperforming,z_score
961819484981102,unzensuriert,100069390481601,2023-02-18 22:01:22+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",NOTICIERO RT 18/02/2023 📌En Brasil comenzó el primer carnaval oficial post pandemia 📌Congreso peruano debate el adelanto de elecciones y el informe final de denuncia contra Pedro Castillo 📌La Casa Blanca revela por qué rechazó la solicitud de asistencia federal por desastres en Ohio,58000.0,148,0.0026,True,4.079787313293604
2317545771780531,russembangola,100068846905135,2023-04-23 17:54:38+00:00,"A página oficial da Embaixada da Rússia em Angola e São Tomé e Príncipe
Официальная ","Când o mamă se roagă pentru copiii ei, Dumnezeu ascultă, îngerii îi păzesc şi au loc adevărate minuni. Atinge fontul albastru pentru a accepta binecuvântarea 💌👉 [https://m.me/beliefingod.ro?ref=tg--?lyfb_xz12num=728811TE](https://m.me/beliefingod.ro?ref=tg--%3Flyfb_xz12num%3D728811TE&fbclid=IwAR2A1M54dw9Ta1jTGKIGvk7A6hmvLE_BFKWVnOLoehmN96LDitzwo543dHM)",26000.0,63,0.0024,False,1.5424293151138824
947783059965294,unzensuriert,100069390481601,2023-01-05 13:59:34+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",📡 NOTICIERO RT 📺 ✔️ Rusia informa haber eliminado alrededor de 150 militares de Kiev ✔️ Nueva ola de protestas azota Perú ✔️ Bolivia: partidarios de Luis Fernando Camacho exigen su libertad ✔️ Crisis migratoria en Estados Unidos y más…,58000.0,132,0.0023,True,3.60216698422448
691777352335383,Prüfe-alles-glaube-wenig-denke-selbst,100049129852371,2022-12-22 15:48:57+00:00,🙂 https://t.me/pruefealles & 🎬 https://rumble.com/user/PruefeAllesGlaubeWenigDenkeSelbst,المؤتمر الصحفي للرئيس الروسي فلاديمير بوتين,74000.0,173,0.0023,True,4.82606907746411
923255332000627,unzensuriert,100069390481601,2023-02-05 17:59:34+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",📡 NOTICIERO SEMANAL RT 📺 ✔ EE.UU. destruye el globo chino que sobrevolaba su territorio ✔ Naftali Bennett asegura que Occidente bloqueó las negociaciones entre Rusia y Ucrania ✔ Perú: agudización de la crisis por el rechazo del Congreso a adelantar elecciones ✔ Ecuatorianos eligen autoridades locales y votan en un polémico referendo y más…,58000.0,133,0.0023,True,3.6320182547913005
931261798293303,unzensuriert,100069390481601,2023-04-04 17:59:58+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich","📌 El presidente de México acusa a políticos estadounidenses de legislar en contra de su país 📌 Las fuerzas armadas de Bielorrusia reciben el sistema de misiles tácticos ""Iskander-M"" 📌 Rusia promete tomar medidas tras la adhesión de Finlandia a la OTAN",58000.0,135,0.0023,True,3.6917207959249407
2317913018410473,russembangola,100068846905135,2023-04-24 07:47:14+00:00,"A página oficial da Embaixada da Rússia em Angola e São Tomé e Príncipe
Официальная ","# 🙏❤️[Hristos a purtat crucea ca orice suflet care va crede în El să fie salvat ](https://m.me/Puterearugaciunii.ro?ref=tg--%3Flyfb_xz17num%3D2675951)🍀În 2023, fie ca locuința ta să fie înconjurată în fiecare zi de pace, fericire, căldură și iubire. În numele lui Iisus! Atinge fontul albastru pentru a accepta [binecuvântarea](https://ro.kingdomsalvation.org/videos/knowing-God-excerpt-161.html?lyfb_xz17num=4065402) # 🙏👉 [https://m.me/Puterearugaciunii.ro?ref=tg--?lyfb_xz17num=267595](https://m.me/Puterearugaciunii.ro?ref=tg--%3Flyfb_xz17num%3D989142)1",26000.0,58,0.0022,False,1.393172962279781
887980615875297,friedentotal,233946916972658,2023-02-18 14:04:45+00:00,"Ab Januar 2017  bei Facebook, Instagram & YouTube:

""Frieden Total"" 

Die  Friedensaktivisten - Webshow - Mit ""Frieden Total"" hat Ben Frieden 2017 eine Oase des Friedens erschaffen, die in erster Linie positive Energie, Mut und Zuversicht spenden möchte. Und wir können voller Freude sagen: Genau das tut sie auch! Das Kernteam bilden jetzt der gerade erwähnte Gründungsvater Ben Frieden und Simon Gabriel.

Letztendlich ist ""Frieden Total"" inzwischen zu einem Friedensnetzwerk gewachsen, das eine Vielzahl an Aktivisten in Deutschland und Österreich miteinander verbindet. In dieser Verbindung finden wir die wundervolle Möglichkeit, uns gegenseitig zu bestärken, zu inspirieren und Friedensprojekte unterschiedlichster Art gemeinsam mit Leben zu füllen. Wir präsentieren, wir singen, wir texten, wir rappen, wir fotografieren, wir filmen, wir philosophieren... kurzum: wir feiern das Leben und nutzen unsere kreative sprich unsere schöpferische Energie, um so in Verbundenheit unsere Visionen ins Leben zu rufen. Dies hilft uns dabei, unsere eigenen Traumata zu transformieren, den Frieden in uns zu gestalten, um ihn dann mit Freude in unsere Welt zu tragen.

Auf Facebook ist inzwischen eine wundervolle Community entstanden, die über 50.000 Mitwirkende zählt. Wir sind äußerst dankbar über den regen Austausch, der über das Netzwerk stattfindet. Wir möchten auch weiterhin dazu beitragen, den ein oder anderen Impuls oder Denkanstoß zu geben.

Das Schöne an dieser Verbindung ist ja insbesondere die Offenheit, die sie kennzeichnet. Es ist wirklich jeder dazu eingeladen, sich mit seinen Ideen und Visionen an dieser Friedensarbeit zu beteiligen. Es gibt keine Barrieren, denn eine friedliche Begegnung ist nicht nur im Netz, sondern - und das ist vielleicht noch viel wichtiger - auch auf den alljährlichen Veranstaltungen wie dem Friedenscamp im Rahmen der ""Stopp Air Base Ramstein - keinen Drohnenkrieg Aktionswoche"" oder dem ""Pax Terra Musica Friedensfestival"" regelmäßig möglich. Hier kommen wir zusammen, um gemeinsam Teil der Veränderung zu sein, wie sagt es Mahatma Gandhi so treffend: ""Sei du selbst die Veränderung, die du dir wünscht für diese Welt.""

Und nein, wir wollen nicht missionieren, besserwisserisch daherkommen oder jemanden diktieren, wie er zu denken oder zu handeln hat. Letzendlich sind wir doch alle noch auf dem Weg der Selbstfindung.

Wir möchten als Teil der Friedensbewegung andere Menschen an diesem Weg teilhaben lassen und ihnen mit unseren Projekten zeigen, was wir als Aktivisten in der Friedensbewegung so tun, wie wir uns in den letzen Jahren vernetzt haben, wo wir uns engagieren und wie viele unterschiedliche Möglichkeiten es gibt friedlich, selbstbestimmt und effektiv zusammen zu kommen. Darüber hinaus möchten wir zum Beispiel über alternative und autarke Lebensweisen berichten.

Wir wollen Menschen erreichen, die sich für die Friedensarbeit interessieren und sich vielleicht (mehr) engagieren wollen. Menschen, die etwas Gutes für unseren Planeten tun möchten, nicht mehr mitmachen wollen in diesen destruktiven Systemen und die sich nicht auseinanderdividieren lassen wollen.

Es wäre für uns eine unendlich große Freude, wenn wir mit ""Frieden Total"" dazu beitragen können, dass sich die Friedensbewegungen wieder aufeinader zubewegen, ihre Differenzen beiseite legen und damit beginnen, sich als Einheit wahrzunehmen. Letztendlich ist Frieden eine sehr verbindende Kraft und egal ob Ernährung, Naturschutz, Menschen- oder Tierrechte etc. letztendlich verbindet uns alle der Wunsch nach Liebe, Frieden und Freiheit.

Wir sind davon überzeugt, dass die Zeit jetzt endgültig reif für eine vereinte Friedensbewegung ist und das nicht nur in Anbetracht der geopolitischen Stürme, die immer wieder aufziehen. Eine integrative Friedensbewegung hat sicherlich die Kraft, wirklichen Zusammenhalt lebendig werden zu lassen. 

Wir haben die Vision einer globalen Vereinigung aller Friedensbewegungen, damit endlich ein deutlich spürbarer Schritt zum Weltfrieden gegangen werden kann. Wir wollen nicht mehr gegeneinander spielen, sondern zurück auf ""Los"" gehen und den Spieler, der die Bank betreibt, unsere Kraft entziehen. Frei nach der Devise: Wir weigern uns, Feinde zu sein!

Wir sind die Mehrheit, die Frieden wollen. Vielleicht sind wir zum Teil auch die informierte und wütende Öffentlichkeit von der Edward Snowden gesprochen hat, doch eines ist GANZ sicher: Wir werden besonders in diesen Zeiten friedliche und empathische Menschen bleiben und wir werden dies auch in Zukunft weiterhin zum Ausdruck bringen.

Und darum sagen wir: Kommt, wir ziehen gemeinsam in den Frieden!",Magyarország a veszélyek korába lépett. A koronavírus-járvány után a háború és a brüsszeli szankciók nyomán kialakuló gazdasági és energiaválság jelenti a legnagyobb kihívásokat Magyarország számára. A miniszterelnök értékeli a 2022-es évet.,62416.0,139,0.0022,True,3.8111258781922217
936313940864005,unzensuriert,100069390481601,2023-01-12 18:00:08+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",📌 El Consejo de Seguridad de la ONU respalda el plan de Paz Total de Petro 📌 El gobierno de Bolivia condena las agresiones a periodistas tras la aprehensión de Camacho 📌 Cuentas rusas de Twitter no influenciaron las elecciones presidenciales en EE.UU.,58000.0,129,0.0022,True,3.5126131725240195
921670108855463,unzensuriert,100069390481601,2023-01-31 22:00:06+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich","❗️Perú, en vilo por la crisis política en medio de las protestas ❗️Rusia hace todo lo posible para que los planes de Occidente en Ucrania no se hagan realidad ❗️Brasil: el Ejército, la Armada y la Fuerza Aérea lucharán contra la minería ilegal",58000.0,111,0.0019,True,2.9752903023212545
933161911005038,unzensuriert,100069390481601,2022-12-29 13:59:30+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",NOTICIERO RT-29/12/2022 ❗️Un misil ucraniano cae en territorio de Bielorrusia ❗️ En Bolivia aumenta la presencia policial tras la detención del gobernador de Santa Cruz ❗️Casi el 70% de los homicidios en México son a causa de armas estadounidenses,58000.0,106,0.0018,True,2.8260339494871536
3560463950855716,,248236578706001,2023-02-25 13:08:41+00:00,"Wer san ma und wos woll ma? Mia sama stoize Boarer wou a jeda wos zum song hod. Ob old oda jung, ob grouß oda gloa, ob dick oda diar, ob schee oda schich, ob groußkopfad oda gloaner, ob Jaga oder Wuild, ob Weibl oda Mandl bei uns sats grod richte. De boarisch Dradition und Gschicht is unsa Pflichd. Also her mid eiane Beidräg und Buildln, ia kinnts übaoll eian Senf dazou gem. Wannds a Festl oda sowos hobts, guade Wirtslaid mid Wirtshaisl und oll den andan Schmarrn, eina damid ;-) Dolds de Seitn solang bias a an letztn Boarer´s Bluad brodlt, wias Biar in da Sunn, dass ar a midmocht. I gfrei me sakrisch af eiane Posts und ned vagessn, Bayern des san ma mia! Boarisch Bluad, Boarisch Biar. Wea sei Hoamad ned liabd und ned eard, is a Lump af dera Wold und sei Hoamad ned werd.",#aufstandfürfrieden #Wagenknecht #AliceSchwarzer,43000.0,78,0.0018,True,1.9901983736161861
968582547471333,unzensuriert,100069390481601,2023-03-21 14:00:10+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",📌 Vladímir Putin y Xi Jinping se reúnen en Moscú 📌 La Corte Constitucional de Ecuador admite la solicitud de juicio político contra Lasso por casos de corrupción 📌 La canasta básica se encarece a niveles alarmantes en Brasil,58000.0,96,0.0017,True,2.527521243818951
878521853444711,friedentotal,233946916972658,2023-02-25 12:11:15+00:00,"Ab Januar 2017  bei Facebook, Instagram & YouTube:

""Frieden Total"" 

Die  Friedensaktivisten - Webshow - Mit ""Frieden Total"" hat Ben Frieden 2017 eine Oase des Friedens erschaffen, die in erster Linie positive Energie, Mut und Zuversicht spenden möchte. Und wir können voller Freude sagen: Genau das tut sie auch! Das Kernteam bilden jetzt der gerade erwähnte Gründungsvater Ben Frieden und Simon Gabriel.

Letztendlich ist ""Frieden Total"" inzwischen zu einem Friedensnetzwerk gewachsen, das eine Vielzahl an Aktivisten in Deutschland und Österreich miteinander verbindet. In dieser Verbindung finden wir die wundervolle Möglichkeit, uns gegenseitig zu bestärken, zu inspirieren und Friedensprojekte unterschiedlichster Art gemeinsam mit Leben zu füllen. Wir präsentieren, wir singen, wir texten, wir rappen, wir fotografieren, wir filmen, wir philosophieren... kurzum: wir feiern das Leben und nutzen unsere kreative sprich unsere schöpferische Energie, um so in Verbundenheit unsere Visionen ins Leben zu rufen. Dies hilft uns dabei, unsere eigenen Traumata zu transformieren, den Frieden in uns zu gestalten, um ihn dann mit Freude in unsere Welt zu tragen.

Auf Facebook ist inzwischen eine wundervolle Community entstanden, die über 50.000 Mitwirkende zählt. Wir sind äußerst dankbar über den regen Austausch, der über das Netzwerk stattfindet. Wir möchten auch weiterhin dazu beitragen, den ein oder anderen Impuls oder Denkanstoß zu geben.

Das Schöne an dieser Verbindung ist ja insbesondere die Offenheit, die sie kennzeichnet. Es ist wirklich jeder dazu eingeladen, sich mit seinen Ideen und Visionen an dieser Friedensarbeit zu beteiligen. Es gibt keine Barrieren, denn eine friedliche Begegnung ist nicht nur im Netz, sondern - und das ist vielleicht noch viel wichtiger - auch auf den alljährlichen Veranstaltungen wie dem Friedenscamp im Rahmen der ""Stopp Air Base Ramstein - keinen Drohnenkrieg Aktionswoche"" oder dem ""Pax Terra Musica Friedensfestival"" regelmäßig möglich. Hier kommen wir zusammen, um gemeinsam Teil der Veränderung zu sein, wie sagt es Mahatma Gandhi so treffend: ""Sei du selbst die Veränderung, die du dir wünscht für diese Welt.""

Und nein, wir wollen nicht missionieren, besserwisserisch daherkommen oder jemanden diktieren, wie er zu denken oder zu handeln hat. Letzendlich sind wir doch alle noch auf dem Weg der Selbstfindung.

Wir möchten als Teil der Friedensbewegung andere Menschen an diesem Weg teilhaben lassen und ihnen mit unseren Projekten zeigen, was wir als Aktivisten in der Friedensbewegung so tun, wie wir uns in den letzen Jahren vernetzt haben, wo wir uns engagieren und wie viele unterschiedliche Möglichkeiten es gibt friedlich, selbstbestimmt und effektiv zusammen zu kommen. Darüber hinaus möchten wir zum Beispiel über alternative und autarke Lebensweisen berichten.

Wir wollen Menschen erreichen, die sich für die Friedensarbeit interessieren und sich vielleicht (mehr) engagieren wollen. Menschen, die etwas Gutes für unseren Planeten tun möchten, nicht mehr mitmachen wollen in diesen destruktiven Systemen und die sich nicht auseinanderdividieren lassen wollen.

Es wäre für uns eine unendlich große Freude, wenn wir mit ""Frieden Total"" dazu beitragen können, dass sich die Friedensbewegungen wieder aufeinader zubewegen, ihre Differenzen beiseite legen und damit beginnen, sich als Einheit wahrzunehmen. Letztendlich ist Frieden eine sehr verbindende Kraft und egal ob Ernährung, Naturschutz, Menschen- oder Tierrechte etc. letztendlich verbindet uns alle der Wunsch nach Liebe, Frieden und Freiheit.

Wir sind davon überzeugt, dass die Zeit jetzt endgültig reif für eine vereinte Friedensbewegung ist und das nicht nur in Anbetracht der geopolitischen Stürme, die immer wieder aufziehen. Eine integrative Friedensbewegung hat sicherlich die Kraft, wirklichen Zusammenhalt lebendig werden zu lassen. 

Wir haben die Vision einer globalen Vereinigung aller Friedensbewegungen, damit endlich ein deutlich spürbarer Schritt zum Weltfrieden gegangen werden kann. Wir wollen nicht mehr gegeneinander spielen, sondern zurück auf ""Los"" gehen und den Spieler, der die Bank betreibt, unsere Kraft entziehen. Frei nach der Devise: Wir weigern uns, Feinde zu sein!

Wir sind die Mehrheit, die Frieden wollen. Vielleicht sind wir zum Teil auch die informierte und wütende Öffentlichkeit von der Edward Snowden gesprochen hat, doch eines ist GANZ sicher: Wir werden besonders in diesen Zeiten friedliche und empathische Menschen bleiben und wir werden dies auch in Zukunft weiterhin zum Ausdruck bringen.

Und darum sagen wir: Kommt, wir ziehen gemeinsam in den Frieden!","Gulyás Gergely Miniszterelnökséget vezető miniszter és Szentkirályi Alexandra kormányszóvivő Kormányinfót tartanak, melyen beszámolnak a kormány újabb döntéseiről.",62416.0,109,0.0017,True,2.915587761187614
936369717746492,unzensuriert,100069390481601,2022-12-26 21:59:44+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",📡 NOTICIERO RT ❗️ Vucic ordena poner al Ejército serbio en un alto grado de preparación ❗️ Aumenta la tensión entre Corea del Norte y Corea del Sur ❗️ Crece la crisis política y económica en Perú,58000.0,94,0.0016,True,2.4678187026853102
724176112447913,Prüfe-alles-glaube-wenig-denke-selbst,100049129852371,2023-02-06 08:41:17+00:00,🙂 https://t.me/pruefealles & 🎬 https://rumble.com/user/PruefeAllesGlaubeWenigDenkeSelbst,دمار هائل وعمليات الإنقاذ والبحث عن مفقودين لا تزال مستمرة في عدة مدن تركية وسورية بعد أن ضرب زلزال بقوة 7.4 المنطقة مدمرا العديد من المباني ومسفرا عن مئات الضحايا,74000.0,115,0.0016,True,3.094695384588536
956006172204323,unzensuriert,100069390481601,2023-03-20 18:00:02+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",📌 Xi Jinping y Putin discuten el plan de paz chino para el conflicto en Ucrania 📌 Veinte años de la invasión de estados unidos a Irak 📌 Se agrava la crisis alimentaria en Haití,58000.0,93,0.0016,True,2.43796743211849
715710090093173,Prüfe-alles-glaube-wenig-denke-selbst,100049129852371,2023-03-01 17:01:06+00:00,🙂 https://t.me/pruefealles & 🎬 https://rumble.com/user/PruefeAllesGlaubeWenigDenkeSelbst,بثينة شعبان تتحدث لـRT حول تغير العلاقة بين سوريا والسعودية على خلفية كارثة الزلزال,74000.0,118,0.0016,True,3.1842491962889965
927778545267477,unzensuriert,100069390481601,2023-01-06 22:00:06+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",NOTICIERO RT 06/01/2023 📌Ola de violencia en México tras la detención de Ovidio Guzmán 📌 Kiev continúa bombardeando a las fuerzas rusas a pesar del cese al fuego declarado por Moscú 📌 Millones de cristianos ortodoxos celebran la navidad,58000.0,92,0.0016,True,2.40811616155167
923618931964341,unzensuriert,100069390481601,2023-02-06 22:00:04+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",✔️ Petro marca hitos con respecto al proceso de pacificación ✔️ Turquía y Siria lloran más de 2600 víctimas mortales de los terremotos ✔️ La comunidad internacional transmite su solidaridad a Turquía ✔️ Golpe ciudadano a la consulta popular y referéndum de Lasso,58000.0,93,0.0016,True,2.43796743211849
993296905409896,unzensuriert,100069390481601,2023-03-18 17:59:08+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",📡 NOTICIERO RT 📺 ✔️ Perú: Dina Boluarte cumple 100 días en el poder ✔️ Putin llega a Crimea en el 9.º aniversario de la reunificación con Rusia ✔️ Moscú rechaza la desinformación sobre el plazo de ampliación de los acuerdos de exportación de grano ✔️ Nicaragua: infantes encuentran una exitosa respuesta para el tratamiento de sus enfermedades y más…,58000.0,87,0.0015,True,2.2588598087175686
933615901125538,unzensuriert,100069390481601,2023-02-27 13:57:40+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",📺 Vea el noticiero de RT en Español EN VIVO 📺 ⚡️ Se cumple un año del arresto del periodista español Pablo González en Polonia ⚡ Rusia confirma la destrucción de centros de inteligencia y planificación militar de Kiev ⚡️ Inician recolecciones de perfiles genéticos de familiares de personas desaparecidas en México y más…,58000.0,87,0.0015,True,2.2588598087175686
996055758433161,unzensuriert,100069390481601,2023-02-22 10:59:51+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",📺 Vea el noticiero de RT en Español EN VIVO 📺 ⚡ Lavrov se reúne con el jefe de la diplomacia china en Moscú ⚡️ Ucrania amanece bajo alerta aérea y Rusia informa avance en el Donbass ⚡️ Biden propone norma que dificultará asilo en EE.UU. ⚡️ Declaran culpable de narcotráfico a Genaro García Luna en EE.UU. y más…,58000.0,86,0.0015,True,2.2290085381507483
927028425122400,unzensuriert,100069390481601,2023-01-23 14:00:40+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",📌 Moscú sospecha que Kiev guarda armas en centrales nucleares 📌 El presidente cubano llega a Argentina para participar en la séptima Cumbre de la CELAC 📌 El operativo policial para reprimir a manifestantes en la Universidad de San Marcos provoca el llamado del parlamento al gabinete de Boluarte,58000.0,89,0.0015,True,2.318562349851209
928091894896272,unzensuriert,100069390481601,2023-01-26 22:29:24+00:00,"Demokratisch, kritisch, polemisch und selbstverständlich parteilich",La lista de sanciones que EE.UU. ha impuesto es tan larga que se estima que 1 de cada 10 países a nivel mundial está sancionado por alguna razón. ¿Son las sanciones un instrumento de castigo eficaz o perjudican más a otros países que al sancionado?,58000.0,81,0.0014,True,2.079752185316647
